Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,EMN,Eastman Chemical Company Common Stock,N, ,N,100.0,N,,EMN,EMN,N,Basic Materials,Yahoo Finance
Y,EMX,EMX Royalty Corporation Common Shares (Canada),A, ,N,100.0,N,,EMX,EMX,N,Basic Materials,Yahoo Finance
Y,EQX,Equinox Gold Corp. Common Shares,A, ,N,100.0,N,,EQX,EQX,N,Basic Materials,Yahoo Finance
Y,ESI,Element Solutions Inc. Common Stock,N, ,N,100.0,N,,ESI,ESI,N,Basic Materials,Yahoo Finance
Y,EXK,Endeavour Silver Corporation Ordinary Shares (Canada),N, ,N,100.0,N,,EXK,EXK,N,Basic Materials,Yahoo Finance
Y,EXP,Eagle Materials Inc Common Stock,N, ,N,100.0,N,,EXP,EXP,N,Basic Materials,Yahoo Finance
Y,FCX,"Freeport-McMoRan, Inc. Common Stock",N, ,N,100.0,N,,FCX,FCX,N,Basic Materials,Yahoo Finance
Y,FF,FutureFuel Corp.  Common shares,N, ,N,100.0,N,,FF,FF,N,Basic Materials,Yahoo Finance
Y,FMC,FMC Corporation Common Stock,N, ,N,100.0,N,,FMC,FMC,N,Basic Materials,Yahoo Finance
Y,FNV,Franco-Nevada Corporation,N, ,N,100.0,N,,FNV,FNV,N,Basic Materials,Yahoo Finance
Y,FRD,Friedman Industries Inc. Common Stock,A, ,N,100.0,N,,FRD,FRD,N,Basic Materials,Yahoo Finance
Y,FSI,Flexible Solutions International Inc. Common Stock (CDA),A, ,N,100.0,N,,FSI,FSI,N,Basic Materials,Yahoo Finance
Y,FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),N, ,N,100.0,N,,FSM,FSM,N,Basic Materials,Yahoo Finance
Y,FUL,H. B. Fuller Company Common Stock,N, ,N,100.0,N,,FUL,FUL,N,Basic Materials,Yahoo Finance
Y,GEVO,"Gevo, Inc. - Common Stock",Q,S,N,100.0,N,N,,GEVO,N,Basic Materials,Yahoo Finance
Y,GFI,Gold Fields Limited American Depositary Shares,N, ,N,100.0,N,,GFI,GFI,N,Basic Materials,Yahoo Finance
Y,GGB,Gerdau S.A. Common Stock,N, ,N,100.0,N,,GGB,GGB,N,Basic Materials,Yahoo Finance
Y,GORO,Gold Resource Corporation Common Stock,A, ,N,100.0,N,,GORO,GORO,N,Basic Materials,Yahoo Finance
Y,GPRE,"Green Plains, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GPRE,N,Basic Materials,Yahoo Finance
Y,GSM,Ferroglobe PLC - Ordinary Shares,Q,Q,N,100.0,N,D,,GSM,N,Basic Materials,Yahoo Finance
Y,GURE,"Gulf Resources, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GURE,N,Basic Materials,Yahoo Finance
Y,HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),N, ,N,100.0,N,,HBM,HBM,N,Basic Materials,Yahoo Finance
Y,HCC,"Warrior Met Coal, Inc. Common Stock",N, ,N,100.0,N,,HCC,HCC,N,Basic Materials,Yahoo Finance
Y,HDSN,"Hudson Technologies, Inc. - Common Stock",Q,S,N,100.0,N,D,,HDSN,N,Basic Materials,Yahoo Finance
Y,HL,Hecla Mining Company Common Stock,N, ,N,100.0,N,,HL,HL,N,Basic Materials,Yahoo Finance
Y,HMY,Harmony Gold Mining Company Limited,N, ,N,100.0,N,,HMY,HMY,N,Basic Materials,Yahoo Finance
Y,HUN,Huntsman Corporation Common Stock,N, ,N,100.0,N,,HUN,HUN,N,Basic Materials,Yahoo Finance
Y,HWKN,"Hawkins, Inc. - Common Stock",Q,Q,N,100.0,N,N,,HWKN,N,Basic Materials,Yahoo Finance
Y,IAG,Iamgold Corporation Ordinary Shares,N, ,N,100.0,N,,IAG,IAG,N,Basic Materials,Yahoo Finance
Y,ICL,Israel Chemicals Limited Ordinary Shares,N, ,N,100.0,N,,ICL,ICL,N,Basic Materials,Yahoo Finance
Y,IFF,"Internationa Flavors & Fragrances, Inc. Common Stock",N, ,N,100.0,N,,IFF,IFF,N,Basic Materials,Yahoo Finance
Y,IOSP,Innospec Inc. - Common Stock,Q,Q,N,100.0,N,N,,IOSP,N,Basic Materials,Yahoo Finance
Y,IPI,"Intrepid Potash, Inc Common Stock",N, ,N,100.0,N,,IPI,IPI,N,Basic Materials,Yahoo Finance
Y,ITP,"IT Tech Packaging, Inc. Common Stock",A, ,N,100.0,N,,ITP,ITP,N,Basic Materials,Yahoo Finance
Y,JHX,James Hardie Industries plc American Depositary Shares (Ireland),N, ,N,100.0,N,,JHX,JHX,N,Basic Materials,Yahoo Finance
Y,KALU,Kaiser Aluminum Corporation - Common Stock,Q,Q,N,100.0,N,N,,KALU,N,Basic Materials,Yahoo Finance
Y,KGC,Kinross Gold Corporation Common Stock,N, ,N,100.0,N,,KGC,KGC,N,Basic Materials,Yahoo Finance
Y,KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,N, ,N,100.0,N,,KOP,KOP,N,Basic Materials,Yahoo Finance
Y,KRO,Kronos Worldwide Inc Common Stock,N, ,N,100.0,N,,KRO,KRO,N,Basic Materials,Yahoo Finance
Y,KWR,Quaker Chemical Corporation Common Stock,N, ,N,100.0,N,,KWR,KWR,N,Basic Materials,Yahoo Finance
Y,LAC,Lithium Americas Corp. Common Shares,N, ,N,100.0,N,,LAC,LAC,N,Basic Materials,Yahoo Finance
Y,LIN,Linde plc Ordinary Share,N, ,N,100.0,N,,LIN,LIN,N,Basic Materials,Yahoo Finance
Y,LODE,"Comstock Mining, Inc. Common Stock",A, ,N,100.0,N,,LODE,LODE,N,Basic Materials,Yahoo Finance
Y,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,N, ,N,100.0,N,,LOMA,LOMA,N,Basic Materials,Yahoo Finance
Y,LOOP,"Loop Industries, Inc. - Common Stock",Q,G,N,100.0,N,N,,LOOP,N,Basic Materials,Yahoo Finance
Y,LXU,"LSB Industries, Inc. Common Stock",N, ,N,100.0,N,,LXU,LXU,N,Basic Materials,Yahoo Finance
Y,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N, ,N,100.0,N,,LYB,LYB,N,Basic Materials,Yahoo Finance
Y,MAG,MAG Silver Corporation Ordinary Shares,A, ,N,100.0,N,,MAG,MAG,N,Basic Materials,Yahoo Finance
Y,MEOH,Methanex Corporation - Common Stock,Q,Q,N,100.0,N,N,,MEOH,N,Basic Materials,Yahoo Finance
Y,MERC,Mercer International Inc. - Common Stock,Q,Q,N,100.0,N,N,,MERC,N,Basic Materials,Yahoo Finance
Y,METC,"Ramaco Resources, Inc. - Common Stock",Q,Q,N,100.0,N,N,,METC,N,Basic Materials,Yahoo Finance
Y,MLM,"Martin Marietta Materials, Inc. Common Stock",N, ,N,100.0,N,,MLM,MLM,N,Basic Materials,Yahoo Finance
Y,MOS,Mosaic Company (The) Common Stock,N, ,N,100.0,N,,MOS,MOS,N,Basic Materials,Yahoo Finance
Y,MSB,Mesabi Trust Common Stock,N, ,N,100.0,N,,MSB,MSB,N,Basic Materials,Yahoo Finance
Y,MT,Arcelor Mittal NY Registry Shares NEW,N, ,N,100.0,N,,MT,MT,N,Basic Materials,Yahoo Finance
Y,MTA,Metalla Royalty & Streaming Ltd. Common Shares,A, ,N,100.0,N,,MTA,MTA,N,Basic Materials,Yahoo Finance
Y,MTRN,Materion Corporation,N, ,N,100.0,N,,MTRN,MTRN,N,Basic Materials,Yahoo Finance
Y,MTX,Minerals Technologies Inc. Common Stock,N, ,N,100.0,N,,MTX,MTX,N,Basic Materials,Yahoo Finance
Y,MUX,McEwen Mining Inc. Common Stock,N, ,N,100.0,N,,MUX,MUX,N,Basic Materials,Yahoo Finance
Y,NAK,"Northern Dynasty Minerals, Ltd. Common Stock",A, ,N,100.0,N,,NAK,NAK,N,Basic Materials,Yahoo Finance
Y,NEM,Newmont Corporation,N, ,N,100.0,N,,NEM,NEM,N,Basic Materials,Yahoo Finance
Y,NEU,NewMarket Corp Common Stock,N, ,N,100.0,N,,NEU,NEU,N,Basic Materials,Yahoo Finance
Y,NEXA,Nexa Resources S.A. Common Shares,N, ,N,100.0,N,,NEXA,NEXA,N,Basic Materials,Yahoo Finance
Y,NG,Novagold Resources Inc.,A, ,N,100.0,N,,NG,NG,N,Basic Materials,Yahoo Finance
Y,NGD,New Gold Inc.,A, ,N,100.0,N,,NGD,NGD,N,Basic Materials,Yahoo Finance
Y,NGVT,Ingevity Corporation Common Stock ,N, ,N,100.0,N,,NGVT,NGVT,N,Basic Materials,Yahoo Finance
Y,NTIC,Northern Technologies International Corporation - Common Stock,Q,G,N,100.0,N,N,,NTIC,N,Basic Materials,Yahoo Finance
Y,NTR,Nutrien Ltd. Common Shares,N, ,N,100.0,N,,NTR,NTR,N,Basic Materials,Yahoo Finance
Y,NUE,Nucor Corporation Common Stock,N, ,N,100.0,N,,NUE,NUE,N,Basic Materials,Yahoo Finance
Y,NWPX,Northwest Pipe Company - Common Stock,Q,Q,N,100.0,N,N,,NWPX,N,Basic Materials,Yahoo Finance
Y,ODC,Oil-Dri Corporation Of America Common Stock,N, ,N,100.0,N,,ODC,ODC,N,Basic Materials,Yahoo Finance
Y,OEC,Orion Engineered Carbons S.A Common Shares,N, ,N,100.0,N,,OEC,OEC,N,Basic Materials,Yahoo Finance
Y,OLN,Olin Corporation Common Stock,N, ,N,100.0,N,,OLN,OLN,N,Basic Materials,Yahoo Finance
