Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,GLOB,Globant S.A. Common Shares,N, ,N,100.0,N,,GLOB,GLOB,N,Technology,Yahoo Finance
Y,GLW,Corning Incorporated Common Stock,N, ,N,100.0,N,,GLW,GLW,N,Technology,Yahoo Finance
Y,GNSS,Genasys Inc. - Common Stock,Q,S,N,100.0,N,N,,GNSS,N,Technology,Yahoo Finance
Y,GPRO,"GoPro, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,GPRO,N,Technology,Yahoo Finance
Y,GRMN,Garmin Ltd. - Common Stock,Q,Q,N,100.0,N,N,,GRMN,N,Technology,Yahoo Finance
Y,GSIT,"GSI Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GSIT,N,Technology,Yahoo Finance
Y,GWRE,"Guidewire Software, Inc. Common Stock",N, ,N,100.0,N,,GWRE,GWRE,N,Technology,Yahoo Finance
Y,HCKT,"The Hackett Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,HCKT,N,Technology,Yahoo Finance
Y,HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",Q,Q,N,100.0,N,N,,HIMX,N,Technology,Yahoo Finance
Y,HLIT,Harmonic Inc. - Common Stock,Q,Q,N,100.0,N,N,,HLIT,N,Technology,Yahoo Finance
Y,HPE,Hewlett Packard Enterprise Company Common Stock,N, ,N,100.0,N,,HPE,HPE,N,Technology,Yahoo Finance
Y,HPQ,HP Inc. Common Stock,N, ,N,100.0,N,,HPQ,HPQ,N,Technology,Yahoo Finance
Y,HUBS,"HubSpot, Inc. Common Stock",N, ,N,100.0,N,,HUBS,HUBS,N,Technology,Yahoo Finance
Y,IBM,International Business Machines Corporation Common Stock,N, ,N,100.0,N,,IBM,IBM,N,Technology,Yahoo Finance
Y,ICHR,Ichor Holdings - Ordinary Shares,Q,Q,N,100.0,N,N,,ICHR,N,Technology,Yahoo Finance
Y,IDCC,"InterDigital, Inc. - Common Stock",Q,Q,N,100.0,N,N,,IDCC,N,Technology,Yahoo Finance
Y,IDN,"Intellicheck, Inc. - Common Stock",Q,G,N,100.0,N,N,,IDN,N,Technology,Yahoo Finance
Y,III,"Information Services Group, Inc. - Common Stock",Q,G,N,100.0,N,N,,III,N,Technology,Yahoo Finance
Y,IIIV,"i3 Verticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,IIIV,N,Technology,Yahoo Finance
Y,IMMR,Immersion Corporation - Common Stock,Q,Q,N,100.0,N,N,,IMMR,N,Technology,Yahoo Finance
Y,IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,Q,Q,N,100.0,N,N,,IMOS,N,Technology,Yahoo Finance
Y,IMTE,Integrated Media Technology Limited - Ordinary Shares,Q,S,N,100.0,N,N,,IMTE,N,Technology,Yahoo Finance
Y,IMXI,"International Money Express, Inc. - Common Stock",Q,S,N,100.0,N,N,,IMXI,N,Technology,Yahoo Finance
Y,INFY,Infosys Limited American Depositary Shares,N, ,N,100.0,N,,INFY,INFY,N,Technology,Yahoo Finance
Y,INOD,Innodata Inc. - Common Stock,Q,G,N,100.0,N,N,,INOD,N,Technology,Yahoo Finance
Y,INSG,Inseego Corp. - Common Stock,Q,Q,N,100.0,N,N,,INSG,N,Technology,Yahoo Finance
Y,INTC,Intel Corporation - Common Stock,Q,Q,N,100.0,N,N,,INTC,N,Technology,Yahoo Finance
Y,INTT,inTest Corporation Common Stock,A, ,N,100.0,N,,INTT,INTT,N,Technology,Yahoo Finance
Y,INTU,Intuit Inc. - Common Stock,Q,Q,N,100.0,N,N,,INTU,N,Technology,Yahoo Finance
Y,INUV,"Inuvo, Inc.",A, ,N,100.0,N,,INUV,INUV,N,Technology,Yahoo Finance
Y,IPGP,IPG Photonics Corporation - Common Stock,Q,Q,N,100.0,N,N,,IPGP,N,Technology,Yahoo Finance
Y,IPWR,Ideal Power Inc. - Common Stock,Q,S,N,100.0,N,N,,IPWR,N,Technology,Yahoo Finance
Y,IT,"Gartner, Inc. Common Stock",N, ,N,100.0,N,,IT,IT,N,Technology,Yahoo Finance
Y,ITRI,"Itron, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ITRI,N,Technology,Yahoo Finance
Y,ITRN,Ituran Location and Control Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,ITRN,N,Technology,Yahoo Finance
Y,JBL,Jabil Inc. Common Stock,N, ,N,100.0,N,,JBL,JBL,N,Technology,Yahoo Finance
Y,JFU,9F Inc. - American Depositary Shares,Q,G,N,100.0,N,N,,JFU,N,Technology,Yahoo Finance
Y,JG,Aurora Mobile Limited - American Depositary Shares,Q,G,N,100.0,N,N,,JG,N,Technology,Yahoo Finance
Y,JKHY,"Jack Henry & Associates, Inc. - Common Stock",Q,Q,N,100.0,N,N,,JKHY,N,Technology,Yahoo Finance
Y,JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),N, ,N,100.0,N,,JKS,JKS,N,Technology,Yahoo Finance
Y,KEYS,Keysight Technologies Inc. Common Stock,N, ,N,100.0,N,,KEYS,KEYS,N,Technology,Yahoo Finance
Y,KLAC,KLA Corporation  - Common Stock,Q,Q,N,100.0,N,N,,KLAC,N,Technology,Yahoo Finance
Y,KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KLIC,N,Technology,Yahoo Finance
Y,KN,Knowles Corporation Common Stock,N, ,N,100.0,N,,KN,KN,N,Technology,Yahoo Finance
