Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,UEC,Uranium Energy Corp. Common Stock,A, ,N,100.0,N,,UEC,UEC,N,Energy,Yahoo Finance
Y,UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),N, ,N,100.0,N,,UGP,UGP,N,Energy,Yahoo Finance
Y,URG,Ur Energy Inc Common Shares (Canada),A, ,N,100.0,N,,URG,URG,N,Energy,Yahoo Finance
Y,USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",N, ,N,100.0,N,,USAC,USAC,N,Energy,Yahoo Finance
Y,USEG,U.S. Energy Corp. - Common Stock,Q,S,N,100.0,N,N,,USEG,N,Energy,Yahoo Finance
Y,UUUU,Energy Fuels Inc Ordinary Shares (Canada),A, ,N,100.0,N,,UUUU,UUUU,N,Energy,Yahoo Finance
Y,VAL,Valaris plc Class A Ordinary Shares,N, ,N,100.0,N,,VAL,VAL,N,Energy,Yahoo Finance
Y,VET,Vermilion Energy Inc. Common (Canada),N, ,N,100.0,N,,VET,VET,N,Energy,Yahoo Finance
Y,VG,Vonage Holdings Corp. - Common Stock,Q,Q,N,100.0,N,N,,VG,N,Energy,Yahoo Finance
Y,VIST,"Vista Oil & Gas, S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value",N, ,N,100.0,N,,VIST,VIST,N,Energy,Yahoo Finance
Y,VLO,Valero Energy Corporation Common Stock,N, ,N,100.0,N,,VLO,VLO,N,Energy,Yahoo Finance
Y,VNOM,Viper Energy Partners LP - Common Unit,Q,Q,N,100.0,N,N,,VNOM,N,Energy,Yahoo Finance
Y,VOC,VOC Energy Trust Units of Beneficial Interest,N, ,N,100.0,N,,VOC,VOC,N,Energy,Yahoo Finance
Y,WES,"Western Midstream Partners, LP Common Units Representing Limited Partner Interests",N, ,N,100.0,N,,WES,WES,N,Energy,Yahoo Finance
Y,WHD,"Cactus, Inc. Class A Common Stock",N, ,N,100.0,N,,WHD,WHD,N,Energy,Yahoo Finance
Y,WMB,"Williams Companies, Inc. (The) Common Stock",N, ,N,100.0,N,,WMB,WMB,N,Energy,Yahoo Finance
Y,WTI,"W&T Offshore, Inc. Common Stock",N, ,N,100.0,N,,WTI,WTI,N,Energy,Yahoo Finance
Y,WTTR,"Select Energy Services, Inc. Class A Common Stock",N, ,N,100.0,N,,WTTR,WTTR,N,Energy,Yahoo Finance
Y,XOM,Exxon Mobil Corporation Common Stock,N, ,N,100.0,N,,XOM,XOM,N,Energy,Yahoo Finance
Y,YPF,YPF Sociedad Anonima Common Stock,N, ,N,100.0,N,,YPF,YPF,N,Energy,Yahoo Finance
