Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,CIGI,Colliers International Group Inc.  - Subordinate Voting Shares,Q,Q,N,100.0,N,N,,CIGI,N,Real Estate,Yahoo Finance
Y,CIM,Chimera Investment Corporation Common Stock,N, ,N,100.0,N,,CIM,CIM,N,Real Estate,Yahoo Finance
Y,CIO,"City Office REIT, Inc. Common Stock",N, ,N,100.0,N,,CIO,CIO,N,Real Estate,Yahoo Finance
Y,CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,N, ,N,100.0,N,,CLDT,CLDT,N,Real Estate,Yahoo Finance
Y,CLPR,Clipper Realty Inc. Common Stock,N, ,N,100.0,N,,CLPR,CLPR,N,Real Estate,Yahoo Finance
Y,CMCT,CIM Commercial Trust Corporation - Common Stock,Q,G,N,100.0,N,N,,CMCT,N,Real Estate,Yahoo Finance
Y,COLD,Americold Realty Trust Common Shares,N, ,N,100.0,N,,COLD,COLD,N,Real Estate,Yahoo Finance
Y,CPT,Camden Property Trust Common Stock,N, ,N,100.0,N,,CPT,CPT,N,Real Estate,Yahoo Finance
Y,CSGP,"CoStar Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CSGP,N,Real Estate,Yahoo Finance
Y,CTO,Consolidated-Tomoka Land Co. Common Stock ,A, ,N,100.0,N,,CTO,CTO,N,Real Estate,Yahoo Finance
Y,CTRE,"CareTrust REIT, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CTRE,N,Real Estate,Yahoo Finance
Y,CUBE,CubeSmart Common Shares,N, ,N,100.0,N,,CUBE,CUBE,N,Real Estate,Yahoo Finance
Y,CUZ,Cousins Properties Incorporated Common Stock,N, ,N,100.0,N,,CUZ,CUZ,N,Real Estate,Yahoo Finance
Y,CWK,Cushman & Wakefield plc Ordinary Shares,N, ,N,100.0,N,,CWK,CWK,N,Real Estate,Yahoo Finance
Y,DEA,"Easterly Government Properties, Inc. Common Stock",N, ,N,100.0,N,,DEA,DEA,N,Real Estate,Yahoo Finance
Y,DEI,"Douglas Emmett, Inc. Common Stock",N, ,N,100.0,N,,DEI,DEI,N,Real Estate,Yahoo Finance
Y,DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,Q,Q,N,100.0,N,N,,DHC,N,Real Estate,Yahoo Finance
Y,DLR,"Digital Realty Trust, Inc. Common Stock",N, ,N,100.0,N,,DLR,DLR,N,Real Estate,Yahoo Finance
Y,DOC,Physicians Realty Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,DOC,DOC,N,Real Estate,Yahoo Finance
Y,DRH,Diamondrock Hospitality Company Common Stock,N, ,N,100.0,N,,DRH,DRH,N,Real Estate,Yahoo Finance
Y,DUO,Fangdd Network Group Ltd. - American Depositary Shares,Q,G,N,100.0,N,N,,DUO,N,Real Estate,Yahoo Finance
Y,DX,"Dynex Capital, Inc. Common Stock",N, ,N,100.0,N,,DX,DX,N,Real Estate,Yahoo Finance
Y,EFC,Ellington Financial Inc. Common Stock ,N, ,N,100.0,N,,EFC,EFC,N,Real Estate,Yahoo Finance
Y,EGP,"EastGroup Properties, Inc. Common Stock",N, ,N,100.0,N,,EGP,EGP,N,Real Estate,Yahoo Finance
Y,ELS,"Equity Lifestyle Properties, Inc. Common Stock",N, ,N,100.0,N,,ELS,ELS,N,Real Estate,Yahoo Finance
Y,EPR,EPR Properties Common Stock,N, ,N,100.0,N,,EPR,EPR,N,Real Estate,Yahoo Finance
Y,EPRT,"Essential Properties Realty Trust, Inc. Common Stock",N, ,N,100.0,N,,EPRT,EPRT,N,Real Estate,Yahoo Finance
Y,EQIX,"Equinix, Inc. - Common Stock",Q,Q,N,100.0,N,N,,EQIX,N,Real Estate,Yahoo Finance
Y,EQR,Equity Residential Common Shares of Beneficial Interest,N, ,N,100.0,N,,EQR,EQR,N,Real Estate,Yahoo Finance
Y,ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests",P, ,N,100.0,N,,ESBA,ESBA,N,Real Estate,Yahoo Finance
Y,ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",N, ,N,100.0,N,,ESRT,ESRT,N,Real Estate,Yahoo Finance
Y,ESS,"Essex Property Trust, Inc. Common Stock",N, ,N,100.0,N,,ESS,ESS,N,Real Estate,Yahoo Finance
Y,EXPI,"eXp World Holdings, Inc. - Common Stock",Q,G,N,100.0,N,N,,EXPI,N,Real Estate,Yahoo Finance
Y,EXR,Extra Space Storage Inc Common Stock,N, ,N,100.0,N,,EXR,EXR,N,Real Estate,Yahoo Finance
