Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,IDT,IDT Corporation Class B Common Stock,N, ,N,100.0,N,,IDT,IDT,N,Communication Services,Yahoo Finance
Y,IHRT,"iHeartMedia, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,IHRT,N,Communication Services,Yahoo Finance
Y,IMAX,Imax Corporation Common Stock,N, ,N,100.0,N,,IMAX,IMAX,N,Communication Services,Yahoo Finance
Y,IPG,"Interpublic Group of Companies, Inc. (The) Common Stock",N, ,N,100.0,N,,IPG,IPG,N,Communication Services,Yahoo Finance
Y,IQ,"iQIYI, Inc. - American Depositary Shares",Q,Q,N,100.0,N,N,,IQ,N,Communication Services,Yahoo Finance
Y,IRDM,Iridium Communications Inc - Common Stock,Q,Q,N,100.0,N,N,,IRDM,N,Communication Services,Yahoo Finance
Y,IZEA,"IZEA Worldwide, Inc. - Common Stock",Q,S,N,100.0,N,D,,IZEA,N,Communication Services,Yahoo Finance
Y,JFIN,Jiayin Group Inc. - American Depositary Shares,Q,G,N,100.0,N,N,,JFIN,N,Communication Services,Yahoo Finance
Y,KRKR,36Kr Holdings Inc. - American Depositary Shares,Q,G,N,100.0,N,N,,KRKR,N,Communication Services,Yahoo Finance
Y,KT,KT Corporation Common Stock,N, ,N,100.0,N,,KT,KT,N,Communication Services,Yahoo Finance
Y,KVHI,"KVH Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KVHI,N,Communication Services,Yahoo Finance
Y,LBRDA,Liberty Broadband Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,LBRDA,N,Communication Services,Yahoo Finance
Y,LBRDK,Liberty Broadband Corporation - Class C Common Stock,Q,Q,N,100.0,N,N,,LBRDK,N,Communication Services,Yahoo Finance
Y,LBTYA,Liberty Global plc - Class A Ordinary Shares,Q,Q,N,100.0,N,N,,LBTYA,N,Communication Services,Yahoo Finance
Y,LBTYB,Liberty Global plc - Class B Ordinary Shares,Q,Q,N,100.0,N,N,,LBTYB,N,Communication Services,Yahoo Finance
Y,LBTYK,Liberty Global plc - Class C Ordinary Shares,Q,Q,N,100.0,N,N,,LBTYK,N,Communication Services,Yahoo Finance
Y,LEE,"Lee Enterprises, Incorporated Common Stock",N, ,N,100.0,N,,LEE,LEE,N,Communication Services,Yahoo Finance
Y,LILA,Liberty Latin America Ltd. - Class A Common Stock,Q,Q,N,100.0,N,N,,LILA,N,Communication Services,Yahoo Finance
Y,LILAK,Liberty Latin America Ltd. - Class C Common Stock,Q,Q,N,100.0,N,N,,LILAK,N,Communication Services,Yahoo Finance
Y,LYV,"Live Nation Entertainment, Inc. Common Stock",N, ,N,100.0,N,,LYV,LYV,N,Communication Services,Yahoo Finance
Y,MANU,Manchester United Ltd. Class A Ordinary Shares,N, ,N,100.0,N,,MANU,MANU,N,Communication Services,Yahoo Finance
Y,MCHX,"Marchex, Inc. - Class B Common Stock",Q,Q,N,100.0,N,N,,MCHX,N,Communication Services,Yahoo Finance
Y,MCS,Marcus Corporation (The) Common Stock,N, ,N,100.0,N,,MCS,MCS,N,Communication Services,Yahoo Finance
Y,MDIA,Mediaco Holding Inc. - Class A Common Stock,Q,S,N,100.0,N,N,,MDIA,N,Communication Services,Yahoo Finance
Y,MOMO,Momo Inc. - American Depositary Shares,Q,Q,N,100.0,N,N,,MOMO,N,Communication Services,Yahoo Finance
Y,MTCH,"Match Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MTCH,N,Communication Services,Yahoo Finance
Y,NCMI,"National CineMedia, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NCMI,N,Communication Services,Yahoo Finance
Y,NFLX,"Netflix, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NFLX,N,Communication Services,Yahoo Finance
Y,NTES,"NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares",Q,Q,N,100.0,N,N,,NTES,N,Communication Services,Yahoo Finance
Y,NWS,News Corporation - Class B Common Stock,Q,Q,N,100.0,N,N,,NWS,N,Communication Services,Yahoo Finance
Y,NWSA,News Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,NWSA,N,Communication Services,Yahoo Finance
Y,NXST,"Nexstar Media Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,NXST,N,Communication Services,Yahoo Finance
Y,NYT,New York Times Company (The) Common Stock,N, ,N,100.0,N,,NYT,NYT,N,Communication Services,Yahoo Finance
Y,OMC,Omnicom Group Inc. Common Stock,N, ,N,100.0,N,,OMC,OMC,N,Communication Services,Yahoo Finance
Y,OPRA,Opera Limited - American Depositary Shares,Q,Q,N,100.0,N,N,,OPRA,N,Communication Services,Yahoo Finance
Y,PERI,Perion Network Ltd - Ordinary Shares,Q,Q,N,100.0,N,N,,PERI,N,Communication Services,Yahoo Finance
Y,PHI,PLDT Inc. Sponsored ADR,N, ,N,100.0,N,,PHI,PHI,N,Communication Services,Yahoo Finance
Y,PINS,"Pinterest, Inc. Class A Common Stock",N, ,N,100.0,N,,PINS,PINS,N,Communication Services,Yahoo Finance
Y,PLAY,"Dave & Buster's Entertainment, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PLAY,N,Communication Services,Yahoo Finance
Y,PSO,"Pearson, Plc Common Stock",N, ,N,100.0,N,,PSO,PSO,N,Communication Services,Yahoo Finance
Y,QNST,"QuinStreet, Inc. - Common Stock",Q,Q,N,100.0,N,N,,QNST,N,Communication Services,Yahoo Finance
Y,RCI,"Rogers Communication, Inc. Common Stock",N, ,N,100.0,N,,RCI,RCI,N,Communication Services,Yahoo Finance
Y,RDCM,Radcom Ltd. - Ordinary Shares,Q,S,N,100.0,N,N,,RDCM,N,Communication Services,Yahoo Finance
Y,RDI,Reading International Inc - Class A Non-voting Common Stock,Q,S,N,100.0,N,N,,RDI,N,Communication Services,Yahoo Finance
Y,RDIB,Reading International Inc - Class B Voting Common Stock,Q,S,N,100.0,N,N,,RDIB,N,Communication Services,Yahoo Finance
Y,ROKU,"Roku, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,ROKU,N,Communication Services,Yahoo Finance
Y,SALM,"Salem Media Group, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,SALM,N,Communication Services,Yahoo Finance
Y,SATS,EchoStar Corporation - Common stock,Q,Q,N,100.0,N,N,,SATS,N,Communication Services,Yahoo Finance
Y,SBGI,"Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,SBGI,N,Communication Services,Yahoo Finance
Y,SCHL,Scholastic Corporation - Common Stock,Q,Q,N,100.0,N,N,,SCHL,N,Communication Services,Yahoo Finance
Y,SCOR,"comScore, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SCOR,N,Communication Services,Yahoo Finance
Y,SGA,"Saga Communications, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,SGA,N,Communication Services,Yahoo Finance
