date,close,ret,logret,sma,vol,drawdown,regime_A,regime_B,regime_C
2016-11-30,4810.81383421,-0.01280378,-0.01288645,4825.12282072,0.15487070,-0.02019461,Bear,Bear,Bull
2016-12-01,4734.09600818,-0.01594695,-0.01607547,4822.72977847,0.16285993,-0.03581952,Bear,Bear,Bear
2016-12-02,4739.37243504,0.00111456,0.00111394,4819.68997271,0.15831111,-0.03474488,Bear,Bear,Bear
2016-12-05,4778.14082616,0.00818007,0.00814679,4818.07461779,0.15945973,-0.02684903,Bear,Bear,Bull
2016-12-06,4788.67141302,0.00220391,0.00220148,4817.50469879,0.13508848,-0.02470430,Bear,Bear,Bull
2016-12-07,4851.93943073,0.01321202,0.01312550,4817.20936326,0.14112015,-0.01181867,Bear,Bull,Bull
2016-12-08,4859.18592504,0.00149353,0.00149241,4816.88771481,0.14049812,-0.01034280,Bear,Bull,Bull
2016-12-09,4895.90360814,0.00755634,0.00752794,4818.03979089,0.12788559,-0.00286461,Bull,Bull,Bull
2016-12-12,4874.29750368,-0.00441310,-0.00442286,4818.01180182,0.12962932,-0.00726506,Bear,Bull,Bull
2016-12-13,4935.83755485,0.01262542,0.01254638,4819.39605055,0.12759376,0.00000000,Bull,Bull,Bull
2016-12-14,4921.21844834,-0.00296183,-0.00296622,4820.63107679,0.12229551,-0.00296183,Bull,Bull,Bull
2016-12-15,4933.40668095,0.00247667,0.00247361,4821.74422947,0.12134544,-0.00049249,Bull,Bull,Bull
2016-12-16,4914.86402190,-0.00375859,-0.00376567,4822.56303061,0.12074059,-0.00424923,Bull,Bull,Bull
2016-12-19,4934.84714871,0.00406586,0.00405761,4823.96952195,0.11986878,-0.00020066,Bull,Bull,Bull
2016-12-20,4953.80281670,0.00384119,0.00383383,4825.17022902,0.11528720,0.00000000,Bull,Bull,Bull
2016-12-21,4948.90491243,-0.00098872,-0.00098921,4827.71005595,0.11521035,-0.00098872,Bull,Bull,Bull
2016-12-22,4934.39106365,-0.00293274,-0.00293705,4830.00517844,0.11462720,-0.00391856,Bull,Bull,Bull
2016-12-23,4940.02347592,0.00114146,0.00114081,4832.74361009,0.11425710,-0.00278157,Bull,Bull,Bull
2016-12-27,4965.80747994,0.00521941,0.00520584,4835.89005859,0.11458242,0.00000000,Bull,Bull,Bull
2016-12-28,4926.28592489,-0.00795874,-0.00799058,4838.49238497,0.11864521,-0.00795874,Bull,Bull,Bull
2016-12-29,4918.28253884,-0.00162463,-0.00162595,4840.06361610,0.10799717,-0.00957044,Bull,Bull,Bull
2016-12-30,4863.61956953,-0.01111424,-0.01117646,4840.60381360,0.09865693,-0.02057831,Bull,Bull,Bull
2017-01-03,4911.33364584,0.00981040,0.00976260,4842.17628908,0.10306111,-0.01096978,Bull,Bull,Bull
2017-01-04,4937.20496952,0.00526768,0.00525385,4843.88317174,0.10118606,-0.00575989,Bull,Bull,Bull
2017-01-05,4964.95253338,0.00562010,0.00560436,4844.98284776,0.10215400,-0.00017217,Bull,Bull,Bull
2017-01-06,5007.07655504,0.00848427,0.00844849,4847.29528700,0.09647231,0.00000000,Bull,Bull,Bull
2017-01-09,5024.89937341,0.00355953,0.00355321,4850.58141569,0.09672628,0.00000000,Bull,Bull,Bull
2017-01-10,5035.16766327,0.00204348,0.00204140,4854.55582220,0.09425332,0.00000000,Bull,Bull,Bull
2017-01-11,5050.21018927,0.00298749,0.00298304,4859.44816227,0.09181713,0.00000000,Bull,Bull,Bull
2017-01-12,5041.42650755,-0.00173927,-0.00174078,4864.25127819,0.08318209,-0.00173927,Bull,Bull,Bull
2017-01-13,5059.50951309,0.00358688,0.00358047,4870.10273553,0.08222154,0.00000000,Bull,Bull,Bull
2017-01-17,5044.65241518,-0.00293647,-0.00294079,4876.45765259,0.08350752,-0.00293647,Bull,Bull,Bull
2017-01-18,5055.85130222,0.00221995,0.00221749,4883.99261455,0.08154725,-0.00072304,Bull,Bull,Bull
2017-01-19,5051.16767467,-0.00092638,-0.00092681,4891.80684102,0.08132327,-0.00164874,Bull,Bull,Bull
2017-01-20,5063.19685051,0.00238146,0.00237863,4897.59619864,0.08085253,0.00000000,Bull,Bull,Bull
2017-01-23,5065.70034450,0.00049445,0.00049433,4902.81180574,0.08051681,0.00000000,Bull,Bull,Bull
2017-01-24,5101.06413617,0.00698103,0.00695677,4908.32941015,0.08148271,0.00000000,Bull,Bull,Bull
2017-01-25,5151.47135261,0.00988171,0.00983320,4916.41828142,0.08643793,0.00000000,Bull,Bull,Bull
2017-01-26,5156.92187983,0.00105805,0.00105749,4924.51770132,0.08570937,0.00000000,Bull,Bull,Bull
2017-01-27,5168.06036835,0.00215991,0.00215758,4933.83801230,0.07735896,0.00000000,Bull,Bull,Bull
2017-01-30,5129.32856689,-0.00749446,-0.00752268,4941.13510124,0.08397366,-0.00749446,Bull,Bull,Bull
2017-01-31,5116.76760416,-0.00244885,-0.00245185,4947.62508900,0.07027018,-0.00992495,Bull,Bull,Bull
2017-02-01,5152.68710729,0.00701996,0.00699543,4954.14707841,0.06711186,-0.00297467,Bull,Bull,Bull
2017-02-02,5147.70163984,-0.00096755,-0.00096802,4960.94028024,0.06723493,-0.00393934,Bull,Bull,Bull
2017-02-03,5161.59753411,0.00269944,0.00269580,4966.99226714,0.06599844,-0.00125053,Bull,Bull,Bull
2017-02-06,5167.96257112,0.00123315,0.00123239,4972.87468429,0.06137162,-0.00001892,Bull,Bull,Bull
2017-02-07,5185.87737213,0.00346651,0.00346052,4979.51498942,0.06133299,0.00000000,Bull,Bull,Bull
2017-02-08,5196.57695055,0.00206321,0.00206109,4986.04618819,0.06133501,0.00000000,Bull,Bull,Bull
2017-02-09,5212.15593255,0.00299793,0.00299345,4993.14888979,0.06133819,0.00000000,Bull,Bull,Bull
2017-02-10,5226.68579303,0.00278769,0.00278381,5000.21841934,0.06018284,0.00000000,Bull,Bull,Bull
2017-02-13,5256.81559954,0.00576461,0.00574806,5009.13845465,0.06150849,0.00000000,Bull,Bull,Bull
2017-02-14,5271.07231902,0.00271204,0.00270837,5019.87798086,0.05880546,0.00000000,Bull,Bull,Bull
2017-02-15,5302.39256397,0.00594191,0.00592433,5031.13838344,0.06027770,0.00000000,Bull,Bull,Bull
2017-02-16,5300.63873754,-0.00033076,-0.00033082,5041.58834167,0.05987978,-0.00033076,Bull,Bull,Bull
2017-02-17,5324.72061806,0.00454320,0.00453291,5052.30932577,0.06035104,0.00000000,Bull,Bull,Bull
2017-02-21,5350.72512363,0.00488373,0.00487184,5062.28503963,0.06040445,0.00000000,Bull,Bull,Bull
2017-02-22,5352.13372269,0.00026325,0.00026322,5072.14399558,0.05885557,0.00000000,Bull,Bull,Bull
2017-02-23,5332.37252360,-0.00369221,-0.00369904,5080.87337389,0.05571277,-0.00369221,Bull,Bull,Bull
2017-02-24,5343.31439135,0.00205197,0.00204987,5090.25371164,0.05566625,-0.00164782,Bull,Bull,Bull
2017-02-27,5347.54927857,0.00079256,0.00079224,5098.48794612,0.05575280,-0.00085656,Bull,Bull,Bull
2017-02-28,5330.30509734,-0.00322469,-0.00322990,5106.66967910,0.04784937,-0.00407849,Bull,Bull,Bull
2017-03-01,5390.98917435,0.01138473,0.01132041,5115.82132897,0.05551303,0.00000000,Bull,Bull,Bull
2017-03-02,5363.25860522,-0.00514387,-0.00515715,5124.78922063,0.05940475,-0.00514387,Bull,Bull,Bull
2017-03-03,5373.47782475,0.00190541,0.00190360,5133.56183415,0.05836557,-0.00324826,Bull,Bull,Bull
2017-03-06,5360.31273889,-0.00245001,-0.00245302,5141.69203260,0.06054348,-0.00569032,Bull,Bull,Bull
2017-03-07,5351.28112176,-0.00168490,-0.00168633,5149.73955678,0.06183585,-0.00736563,Bull,Bull,Bull
2017-03-08,5359.80453550,0.00159278,0.00159151,5158.24782622,0.06150227,-0.00578459,Bull,Bull,Bull
2017-03-09,5363.98202730,0.00077941,0.00077911,5166.72699725,0.06155679,-0.00500968,Bull,Bull,Bull
2017-03-10,5385.89898314,0.00408595,0.00407762,5175.12882731,0.06200440,-0.00094420,Bull,Bull,Bull
2017-03-13,5394.57292345,0.00161049,0.00160920,5184.49456728,0.06185690,0.00000000,Bull,Bull,Bull
2017-03-14,5382.16740584,-0.00229963,-0.00230228,5193.77226462,0.06126138,-0.00229963,Bull,Bull,Bull
2017-03-15,5416.25180502,0.00633284,0.00631287,5204.82490933,0.06374134,0.00000000,Bull,Bull,Bull
2017-03-16,5412.07959482,-0.00077031,-0.00077061,5214.83982831,0.06178078,-0.00077031,Bull,Bull,Bull
2017-03-17,5408.76370935,-0.00061268,-0.00061287,5224.27100311,0.06187085,-0.00138252,Bull,Bull,Bull
2017-03-20,5413.30794629,0.00084016,0.00083981,5233.23811137,0.06045412,-0.00054352,Bull,Bull,Bull
2017-03-21,5332.53262619,-0.01492162,-0.01503407,5239.74723279,0.08068790,-0.01545703,Bull,Bull,Bull
2017-03-22,5367.55494340,0.00656767,0.00654620,5246.60034419,0.08414382,-0.00899088,Bull,Bull,Bull
2017-03-23,5355.14307569,-0.00231239,-0.00231507,5252.99985244,0.08344601,-0.01128248,Bull,Bull,Bull
2017-03-24,5363.99539892,0.00165305,0.00165169,5259.27555663,0.08334167,-0.00964808,Bull,Bull,Bull
2017-03-27,5374.27312154,0.00191606,0.00191422,5265.93248891,0.08354355,-0.00775050,Bull,Bull,Bull
2017-03-28,5407.20836960,0.00612832,0.00610961,5272.88646604,0.08495084,-0.00166969,Bull,Bull,Bull
2017-03-29,5430.26774561,0.00426456,0.00425549,5280.59877265,0.07653927,0.00000000,Bull,Bull,Bull
2017-03-30,5439.74183173,0.00174468,0.00174316,5288.27658324,0.07380919,0.00000000,Bull,Bull,Bull
2017-03-31,5436.23245595,-0.00064514,-0.00064534,5295.97787887,0.07381612,-0.00064514,Bull,Bull,Bull
2017-04-03,5432.20014006,-0.00074175,-0.00074202,5303.35794466,0.07313019,-0.00138641,Bull,Bull,Bull
2017-04-04,5440.40732379,0.00151084,0.00150970,5310.85208424,0.07264497,0.00000000,Bull,Bull,Bull
2017-04-05,5418.52431308,-0.00402231,-0.00403042,5317.20128778,0.07457449,-0.00402231,Bull,Bull,Bull
2017-04-06,5420.87987738,0.00043472,0.00043463,5322.58945828,0.07457016,-0.00358934,Bull,Bull,Bull
2017-04-07,5418.36944955,-0.00046310,-0.00046321,5327.81840967,0.07343637,-0.00405078,Bull,Bull,Bull
2017-04-10,5421.67938839,0.00061087,0.00061069,5332.89079007,0.07328575,-0.00344238,Bull,Bull,Bull
2017-04-11,5398.39897268,-0.00429395,-0.00430319,5338.27219819,0.07454359,-0.00772155,Bull,Bull,Bull
2017-04-12,5377.03033771,-0.00395833,-0.00396618,5343.47745286,0.07216510,-0.01164931,Bull,Bull,Bull
2017-04-13,5353.58596944,-0.00436010,-0.00436963,5347.49543010,0.07355192,-0.01595861,Bull,Bull,Bull
2017-04-17,5399.19577393,0.00851949,0.00848340,5352.52531278,0.08022256,-0.00757509,Bull,Bull,Bull
2017-04-18,5391.65581121,-0.00139650,-0.00139747,5357.12647832,0.08027225,-0.00896100,Bull,Bull,Bull
2017-04-19,5399.63589991,0.00148008,0.00147899,5361.75994490,0.05815335,-0.00749419,Bull,Bull,Bull
2017-04-20,5443.53167461,0.00812940,0.00809653,5366.91303095,0.06046150,0.00000000,Bull,Bull,Bull
2017-04-21,5442.04887952,-0.00027240,-0.00027243,5371.82246953,0.05953694,-0.00027240,Bull,Bull,Bull
2017-04-24,5508.03327458,0.01212492,0.01205200,5377.74001637,0.07170185,0.00000000,Bull,Bull,Bull
2017-04-25,5548.19371952,0.00729125,0.00726480,5384.17017490,0.07473631,0.00000000,Bull,Bull,Bull
2017-04-26,5541.08574378,-0.00128113,-0.00128195,5389.85557778,0.07340460,-0.00128113,Bull,Bull,Bull
2017-04-27,5571.28260470,0.00544963,0.00543483,5395.85978350,0.07416624,0.00000000,Bull,Bull,Bull
2017-04-28,5583.52963381,0.00219824,0.00219583,5401.48252490,0.07422097,0.00000000,Bull,Bull,Bull
2017-05-01,5629.63162483,0.00825678,0.00822288,5408.06238264,0.07772391,0.00000000,Bull,Bull,Bull
2017-05-02,5644.06831647,0.00256441,0.00256113,5414.44933661,0.07720308,0.00000000,Bull,Bull,Bull
2017-05-03,5625.15825443,-0.00335043,-0.00335606,5419.93799922,0.07943984,-0.00335043,Bull,Bull,Bull
2017-05-04,5626.31619672,0.00020585,0.00020583,5425.42164871,0.07678713,-0.00314527,Bull,Bull,Bull
2017-05-05,5646.09425503,0.00351528,0.00350911,5431.69608333,0.07679427,0.00000000,Bull,Bull,Bull
2017-05-08,5659.06893173,0.00229799,0.00229536,5438.01117414,0.07622608,0.00000000,Bull,Bull,Bull
2017-05-09,5678.30944478,0.00339994,0.00339418,5444.62637747,0.07610957,0.00000000,Bull,Bull,Bull
2017-05-10,5681.68025035,0.00059363,0.00059345,5451.65388053,0.07235661,0.00000000,Bull,Bull,Bull
2017-05-11,5674.21784144,-0.00131342,-0.00131428,5457.31845387,0.06975098,-0.00131342,Bull,Bull,Bull
2017-05-12,5686.80974261,0.00221914,0.00221668,5463.78947662,0.06464070,0.00000000,Bull,Bull,Bull
2017-05-15,5704.47917129,0.00310709,0.00310227,5470.40950355,0.06134570,0.00000000,Bull,Bull,Bull
2017-05-16,5724.43711476,0.00349864,0.00349254,5477.69199106,0.05938512,0.00000000,Bull,Bull,Bull
2017-05-17,5580.54835228,-0.02513588,-0.02545718,5482.27733567,0.11726693,-0.02513588,Bull,Bull,Bull
2017-05-18,5626.31011969,0.00820023,0.00816679,5487.60744736,0.11731843,-0.01714177,Bull,Bull,Bull
2017-05-19,5651.56387409,0.00448851,0.00447847,5493.35908429,0.11749713,-0.01273020,Bull,Bull,Bull
2017-05-22,5699.40410388,0.00846495,0.00842933,5499.62918671,0.11399251,-0.00437301,Bull,Bull,Bull
2017-05-23,5703.34608707,0.00069165,0.00069141,5505.80464998,0.11211491,-0.00368438,Bull,Bull,Bull
2017-05-24,5730.30142497,0.00472623,0.00471510,5512.76733036,0.11224794,0.00000000,Bull,Bull,Bull
2017-05-25,5778.37433667,0.00838925,0.00835425,5520.00978100,0.11400814,0.00000000,Bull,Bull,Bull
2017-05-26,5788.35900141,0.00172794,0.00172645,5527.53536913,0.11400005,0.00000000,Bull,Bull,Bull
2017-05-30,5794.63177120,0.00108369,0.00108310,5535.25273037,0.11145463,0.00000000,Bull,Bull,Bull
2017-05-31,5788.80157613,-0.00100614,-0.00100664,5542.76260296,0.11169975,-0.00100614,Bull,Bull,Bull
2017-06-01,5816.51148284,0.00478681,0.00477539,5552.44218010,0.11096389,0.00000000,Bull,Bull,Bull
2017-06-02,5881.45835943,0.01116595,0.01110407,5562.72024842,0.11569565,0.00000000,Bull,Bull,Bull
2017-06-05,5878.11671538,-0.00056817,-0.00056833,5573.17972121,0.11599683,-0.00056817,Bull,Bull,Bull
2017-06-06,5856.76854346,-0.00363180,-0.00363842,5583.03518410,0.11770540,-0.00419791,Bull,Bull,Bull
2017-06-07,5877.58952608,0.00355503,0.00354872,5593.10151219,0.11773588,-0.00065780,Bull,Bull,Bull
2017-06-08,5885.29596962,0.00131116,0.00131030,5602.66326419,0.11767201,0.00000000,Bull,Bull,Bull
2017-06-09,5741.94413022,-0.02435763,-0.02465918,5608.89679188,0.15039141,-0.02435763,Bull,Bull,Bull
2017-06-12,5708.17969733,-0.00588031,-0.00589767,5614.26554920,0.15197948,-0.03009471,Bull,Bull,Bear
2017-06-13,5751.81738723,0.00764476,0.00761569,5620.57724782,0.15395909,-0.02268001,Bull,Bull,Bull
2017-06-14,5727.06646784,-0.00430315,-0.00431243,5626.47457438,0.15438078,-0.02688556,Bull,Bull,Bull
2017-06-15,5700.88544380,-0.00457145,-0.00458194,5631.68413678,0.12334806,-0.03133411,Bull,Bull,Bear
2017-06-16,5681.47924318,-0.00340407,-0.00340987,5636.94323538,0.12133858,-0.03463152,Bull,Bull,Bear
2017-06-19,5772.22253994,0.01597177,0.01584557,5643.97008863,0.13249293,-0.01921287,Bull,Bull,Bull
2017-06-20,5726.31077577,-0.00795391,-0.00798572,5650.12891515,0.13318794,-0.02701397,Bull,Bull,Bull
2017-06-21,5782.39372685,0.00979391,0.00974626,5657.34320192,0.13741038,-0.01748463,Bull,Bull,Bull
2017-06-22,5779.86964647,-0.00043651,-0.00043661,5664.97261540,0.13662256,-0.01791351,Bull,Bull,Bull
2017-06-23,5803.10548338,0.00402013,0.00401207,5673.49411831,0.13412916,-0.01396540,Bull,Bull,Bull
2017-06-26,5777.58822827,-0.00439717,-0.00440687,5681.97416349,0.13497582,-0.01830116,Bull,Bull,Bull
2017-06-27,5671.59827870,-0.01834502,-0.01851537,5687.42221359,0.14982204,-0.03631044,Bear,Bear,Bear
2017-06-28,5753.03233294,0.01435822,0.01425612,5694.64974402,0.15940114,-0.02247357,Bull,Bull,Bull
2017-06-29,5653.02121885,-0.01738407,-0.01753695,5699.71745040,0.16932721,-0.03946696,Bear,Bear,Bear
2017-06-30,5646.91767509,-0.00107970,-0.00108028,5703.78517041,0.16276560,-0.04050405,Bear,Bear,Bear
2017-07-03,5596.95593521,-0.00884761,-0.00888699,5706.88331152,0.16444141,-0.04899329,Bear,Bear,Bear
2017-07-05,5648.81639670,0.00926583,0.00922317,5709.69897396,0.16946991,-0.04018142,Bear,Bear,Bear
2017-07-06,5597.90460244,-0.00901283,-0.00905369,5710.69319162,0.17008997,-0.04883210,Bear,Bear,Bear
2017-07-07,5656.46962139,0.01046195,0.01040761,5713.00086917,0.17572095,-0.03888103,Bear,Bear,Bear
2017-07-10,5694.15204902,0.00666183,0.00663974,5715.45825806,0.15618638,-0.03247822,Bear,Bear,Bear
2017-07-11,5709.79928760,0.00274795,0.00274418,5717.98365114,0.15517413,-0.02981952,Bear,Bear,Bull
2017-07-12,5778.95033070,0.01211094,0.01203819,5720.97002525,0.15879925,-0.01806972,Bull,Bull,Bull
2017-07-13,5793.35594819,0.00249277,0.00248967,5723.95577789,0.15804941,-0.01562199,Bull,Bull,Bull
2017-07-14,5838.08312527,0.00772043,0.00769078,5728.21427531,0.15874018,-0.00802217,Bull,Bull,Bull
2017-07-17,5839.73642608,0.00028319,0.00028315,5732.48267989,0.15785996,-0.00774125,Bull,Bull,Bull
2017-07-18,5880.09516340,0.00691105,0.00688728,5737.16269806,0.14997325,-0.00088369,Bull,Bull,Bull
2017-07-19,5916.16216639,0.00613374,0.00611501,5742.30456275,0.14718688,0.00000000,Bull,Bull,Bull
2017-07-20,5921.22321879,0.00085546,0.00085510,5747.16283823,0.14403479,0.00000000,Bull,Bull,Bull
2017-07-21,5921.52482140,0.00005094,0.00005093,5751.95972966,0.14397231,0.00000000,Bull,Bull,Bull
2017-07-24,5941.36905477,0.00335120,0.00334560,5757.30275392,0.14381967,0.00000000,Bull,Bull,Bull
2017-07-25,5930.64559686,-0.00180488,-0.00180651,5762.17947101,0.14277294,-0.00180488,Bull,Bull,Bull
2017-07-26,5950.73387526,0.00338720,0.00338148,5767.10456509,0.12211299,0.00000000,Bull,Bull,Bull
2017-07-27,5917.02766048,-0.00566421,-0.00568031,5770.95637600,0.11683645,-0.00566421,Bull,Bull,Bull
2017-07-28,5908.91561857,-0.00137097,-0.00137191,5777.52372133,0.09391913,-0.00702741,Bull,Bull,Bull
2017-07-31,5880.32658867,-0.00483829,-0.00485003,5782.60405071,0.09658801,-0.01183170,Bull,Bull,Bull
2017-08-01,5895.17084748,0.00252439,0.00252121,5787.47619017,0.08756084,-0.00933717,Bull,Bull,Bull
2017-08-02,5914.23013412,0.00323303,0.00322782,5791.77271078,0.08405816,-0.00613433,Bull,Bull,Bull
2017-08-03,5891.19735435,-0.00389447,-0.00390207,5795.52973612,0.07648024,-0.01000490,Bull,Bull,Bull
2017-08-04,5899.90517909,0.00147811,0.00147702,5798.92181121,0.07066474,-0.00854158,Bull,Bull,Bull
2017-08-07,5934.72819787,0.00590230,0.00588495,5802.04888843,0.07007087,-0.00268970,Bull,Bull,Bull
2017-08-08,5926.35186682,-0.00141141,-0.00141241,5804.80874574,0.07108575,-0.00409731,Bull,Bull,Bull
2017-08-09,5919.39149269,-0.00117448,-0.00117517,5807.30394017,0.06071259,-0.00526698,Bull,Bull,Bull
2017-08-10,5788.19249591,-0.02216427,-0.02241359,5807.29175856,0.10319218,-0.02731451,Bear,Bear,Bull
2017-08-11,5831.53252161,0.00748766,0.00745977,5807.59217934,0.10296552,-0.02003137,Bull,Bull,Bull
2017-08-14,5908.16694566,0.01314139,0.01305579,5808.12635106,0.11301513,-0.00715322,Bull,Bull,Bull
2017-08-15,5907.73018460,-0.00007392,-0.00007393,5808.71862045,0.11053861,-0.00722662,Bull,Bull,Bull
2017-08-16,5917.41995022,0.00164018,0.00163884,5809.93164858,0.10850346,-0.00559829,Bull,Bull,Bull
2017-08-17,5796.31751818,-0.02046541,-0.02067773,5808.30620843,0.13089233,-0.02594913,Bear,Bear,Bull
2017-08-18,5790.90875241,-0.00093314,-0.00093357,5806.41846408,0.13082754,-0.02685805,Bear,Bear,Bull
2017-08-21,5786.53694476,-0.00075494,-0.00075523,5807.31032037,0.12977861,-0.02759272,Bear,Bear,Bull
2017-08-22,5873.33265219,0.01499959,0.01488821,5810.61337947,0.14191178,-0.01300700,Bull,Bull,Bull
2017-08-23,5851.78325130,-0.00366902,-0.00367577,5812.61269675,0.14157181,-0.01662831,Bull,Bull,Bull
2017-08-24,5834.44046972,-0.00296367,-0.00296808,5814.76017679,0.14066595,-0.01954270,Bull,Bull,Bull
2017-08-25,5822.53268960,-0.00204095,-0.00204303,5817.19312170,0.14072845,-0.02154376,Bull,Bull,Bull
2017-08-28,5838.08146701,0.00267045,0.00266689,5820.32516618,0.14034314,-0.01893084,Bull,Bull,Bull
2017-08-29,5862.13719838,0.00412049,0.00411202,5822.12345935,0.14088892,-0.01488836,Bull,Bull,Bull
2017-08-30,5932.90031594,0.01207121,0.01199894,5826.25525015,0.14708980,-0.00299687,Bull,Bull,Bull
2017-08-31,5988.60397718,0.00938894,0.00934514,5830.37945516,0.14973310,0.00000000,Bull,Bull,Bull
2017-09-01,5987.90026318,-0.00011751,-0.00011752,5834.54006749,0.14974727,-0.00011751,Bull,Bull,Bull
2017-09-05,5932.73078391,-0.00921349,-0.00925620,5837.13257350,0.15246813,-0.00932992,Bull,Bull,Bull
2017-09-06,5951.12591108,0.00310062,0.00309582,5840.60332716,0.15276034,-0.00625823,Bull,Bull,Bull
2017-09-07,5964.31163309,0.00221567,0.00221322,5846.45759425,0.15282673,-0.00405643,Bull,Bull,Bull
2017-09-08,5913.36845944,-0.00854133,-0.00857802,5849.66431678,0.13192147,-0.01256311,Bull,Bull,Bull
2017-09-11,5980.52515411,0.01135676,0.01129275,5856.21439548,0.13504848,-0.00134903,Bull,Bull,Bull
2017-09-12,5995.63506276,0.00252652,0.00252333,5863.18874324,0.12783055,0.00000000,Bull,Bull,Bull
2017-09-13,6004.38028695,0.00145860,0.00145754,5871.33723027,0.12781764,0.00000000,Bull,Bull,Bull
2017-09-14,5968.81756166,-0.00592280,-0.00594041,5877.73725357,0.12997998,-0.00592280,Bull,Bull,Bull
2017-09-15,5987.99899781,0.00321361,0.00320845,5885.53914148,0.10347981,-0.00272822,Bull,Bull,Bull
2017-09-18,5981.11787855,-0.00114915,-0.00114981,5892.03210662,0.10355359,-0.00387424,Bull,Bull,Bull
2017-09-19,5991.07813723,0.00166528,0.00166390,5897.97062839,0.10317425,-0.00221541,Bull,Bull,Bull
2017-09-20,5973.60468310,-0.00291658,-0.00292084,5903.24673630,0.09180612,-0.00512553,Bull,Bull,Bull
2017-09-21,5934.91341535,-0.00647704,-0.00649811,5906.36599799,0.09416628,-0.01156937,Bull,Bull,Bull
2017-09-22,5932.32074472,-0.00043685,-0.00043695,5909.14529392,0.09328117,-0.01200116,Bull,Bull,Bull
2017-09-25,5867.34786967,-0.01095235,-0.01101277,5909.73058881,0.10197627,-0.02282208,Bear,Bear,Bull
2017-09-26,5881.33630526,0.00238412,0.00238128,5910.56258639,0.10189645,-0.02049237,Bear,Bear,Bull
2017-09-27,5937.79063856,0.00959890,0.00955312,5911.71649589,0.10628331,-0.01109018,Bull,Bull,Bull
2017-09-28,5933.06867287,-0.00079524,-0.00079556,5912.05462602,0.09748856,-0.01187660,Bull,Bull,Bull
2017-09-29,5979.29846689,0.00779189,0.00776169,5913.21613099,0.09561980,-0.00417725,Bull,Bull,Bull
2017-10-02,5981.91775963,0.00043806,0.00043796,5914.42398975,0.09563706,-0.00374102,Bull,Bull,Bull
2017-10-03,5995.06020207,0.00219703,0.00219462,5915.49781270,0.08945504,-0.00155221,Bull,Bull,Bull
2017-10-04,5998.83603007,0.00062982,0.00062962,5916.86162136,0.08894098,-0.00092337,Bull,Bull,Bull
2017-10-05,6057.14300231,0.00971971,0.00967278,5918.98980390,0.09471307,0.00000000,Bull,Bull,Bull
2017-10-06,6064.57150996,0.00122640,0.00122565,5921.94068089,0.08803405,0.00000000,Bull,Bull,Bull
2017-10-09,6058.53089609,-0.00099605,-0.00099655,5924.93298644,0.07989458,-0.00099605,Bull,Bull,Bull
2017-10-10,6063.52165405,0.00082376,0.00082342,5928.59688775,0.07959264,-0.00017311,Bull,Bull,Bull
2017-10-11,6081.25003250,0.00292378,0.00291951,5932.31847145,0.07997882,0.00000000,Bull,Bull,Bull
2017-10-12,6069.98819733,-0.00185189,-0.00185361,5935.43363271,0.07677316,-0.00185189,Bull,Bull,Bull
2017-10-13,6092.45287865,0.00370094,0.00369411,5939.45874320,0.07699088,0.00000000,Bull,Bull,Bull
2017-10-16,6114.52580998,0.00362300,0.00361645,5943.75115582,0.07719546,0.00000000,Bull,Bull,Bull
2017-10-17,6122.61058316,0.00132222,0.00132135,5947.50880352,0.07717202,0.00000000,Bull,Bull,Bull
2017-10-18,6114.35165233,-0.00134892,-0.00134983,5951.26879923,0.07628661,-0.00134892,Bull,Bull,Bull
2017-10-19,6092.61576338,-0.00355490,-0.00356123,5954.73328465,0.07301631,-0.00489902,Bull,Bull,Bull
2017-10-20,6108.81620865,0.00265903,0.00265550,5961.14575890,0.07285925,-0.00225302,Bull,Bull,Bull
2017-10-23,6067.83197553,-0.00670903,-0.00673164,5965.87174798,0.06420511,-0.00894694,Bull,Bull,Bull
2017-10-24,6080.21837237,0.00204132,0.00203924,5969.31277651,0.06416702,-0.00692388,Bull,Bull,Bull
2017-10-25,6055.04149540,-0.00414078,-0.00414938,5972.25900273,0.06012675,-0.01103599,Bull,Bull,Bull
2017-10-26,6037.87198068,-0.00283557,-0.00283960,5974.66804334,0.06135160,-0.01384027,Bull,Bull,Bull
2017-10-27,6213.46766688,0.02908238,0.02866751,5983.01104631,0.11441004,0.00000000,Bull,Bull,Bull
2017-10-30,6227.59060312,0.00227296,0.00227038,5991.74468333,0.11427987,0.00000000,Bull,Bull,Bull
2017-10-31,6248.55714949,0.00336672,0.00336106,6000.98508742,0.11437950,0.00000000,Bull,Bull,Bull
2017-11-01,6248.64563448,0.00001416,0.00001416,6008.49134707,0.11450315,0.00000000,Bull,Bull,Bull
2017-11-02,6236.39095652,-0.00196117,-0.00196310,6016.18350117,0.11162889,-0.00196117,Bull,Bull,Bull
2017-11-03,6295.58136280,0.00949113,0.00944637,6025.40631903,0.11515996,0.00000000,Bull,Bull,Bull
2017-11-06,6313.60737712,0.00286328,0.00285919,6035.22781279,0.11469974,0.00000000,Bull,Bull,Bull
2017-11-07,6320.77713959,0.00113560,0.00113496,6044.88172624,0.11466045,0.00000000,Bull,Bull,Bull
2017-11-08,6345.81110683,0.00396058,0.00395276,6054.55520441,0.11481963,0.00000000,Bull,Bull,Bull
